source,longitude,latitude,title,propertytype,provider,description,address,totalunits,url,hidden
https://chfcanada.coop/about-co-op-housing/find-a-co-op/,-114.4099223,62.4379663,Borealis Housing Co-operative,Co-operative Housing,,,"2000 Finlayson Dr, Yellowknife, NT X1A 3Y8",,https://chfcanada.coop/about-co-op-housing/find-a-co-op/,
