source,longitude,latitude,title,propertytype,group,provider,description,address,units,url,hidden
https://chfcanada.coop/about-co-op-housing/find-a-co-op/,-135.1026073,60.7090782,Whitehorse Housing Co-operative,Co-operative Housing,,,,"10 Turner Crescent,
Whitehorse, Yukon Y1A 5R2",12,https://chfcanada.coop/about-co-op-housing/find-a-co-op/,
