source,longitude,latitude,title,propertytype,provider,description,address,totalunits,url,hidden
,-63.62193062,44.65398739,3332 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3332 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62197899,44.65420823,3336 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3336 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62200766,44.65414815,3334 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3334 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62197767,44.65429822,3338 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3338 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62198191,44.65435138,3340 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3340 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62204917,44.65448866,3342 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3342 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62204448,44.65454536,3344 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3344 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.6220433,44.65462541,3346 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3346 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62202341,44.65469189,3348 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3348 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.6220074,44.65483212,3350 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3350 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62200159,44.65488249,3352 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3352 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62200578,44.65493926,3354 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3354 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62196575,44.65517111,3358 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3358 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62199482,44.65499588,3356 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3356 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62196477,44.65523232,3360 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3360 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62196383,44.65529621,3362 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3362 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62195162,44.65535731,3364 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3364 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62191264,44.65551272,3366 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3366 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62192693,44.65556949,3368 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3368 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62196362,44.6556427,3370 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3370 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62196544,44.65585869,3374 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3374 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62199441,44.65569601,3372 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3372 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.6219382,44.65590801,3376 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3376 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62192098,44.65596548,3378 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3378 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.6218884,44.6560336,3380 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3380 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62128384,44.65624133,3389 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3389 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62129483,44.65618023,3387 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3387 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62130721,44.65611193,3385 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3385 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62132318,44.65605894,3383 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3383 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62128971,44.65585347,3381 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3381 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62124737,44.6558154,3379 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3379 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62117892,44.65575817,3377 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3377 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62112663,44.65571184,3375 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3375 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62110779,44.6555407,3373 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3373 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62116121,44.65551053,3371 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3371 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62123134,44.65545795,3369 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3369 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.621285,44.6554125,3367 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3367 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.6212783,44.65518834,3363 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3363 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62132553,44.65523458,3365 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3365 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62120965,44.65514279,3361 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3361 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.621146,44.65510001,3359 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3359 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62120322,44.65489887,3357 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3357 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62126572,44.65484982,3355 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3355 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62131938,44.65480343,3353 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3353 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62138047,44.65476613,3351 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3351 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62142709,44.65460266,3349 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3349 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62136976,44.65455636,3347 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3347 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62131007,44.65450367,3345 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3345 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62125766,44.65446821,3343 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3343 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62116603,44.65427578,3341 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3341 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62122849,44.65423034,3339 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3339 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62134823,44.65414941,3335 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3335 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62128595,44.65418132,3337 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3337 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.6212979,44.65397351,3333 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3333 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62123317,44.65392079,3331 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3331 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62111216,44.6538299,3327 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3327 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-64.0526171,45.64436039,88 Mechanic St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"88 Mechanic St, Springhill, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-64.05233981,45.64381231,96 Mechanic St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"96 Mechanic St, Springhill, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-64.05220117,45.64353828,100 Mechanic St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"100 Mechanic St, Springhill, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.6199341,44.65352742,3319 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3319 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-64.0522948,45.64339582,101 Mechanic St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"101 Mechanic St, Springhill, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61993237,44.6536399,3321 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3321 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-64.05206176,45.64326457,104 Mechanic St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"104 Mechanic St, Springhill, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61992385,44.65370371,3323 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3323 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-64.05215124,45.64311419,105 Mechanic St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"105 Mechanic St, Springhill, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-64.05200769,45.64283256,109 Mechanic St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"109 Mechanic St, Springhill, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61992523,44.65386396,3325 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3325 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-64.05186414,45.64255093,113 Mechanic St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"113 Mechanic St, Springhill, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61991799,44.65392596,3327 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3327 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-64.05172059,45.6422693,117 Mechanic St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"117 Mechanic St, Springhill, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61990651,44.65401769,3329 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3329 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61990574,44.65406809,3331 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3331 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61989085,44.65422185,3333 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3333 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-64.06193263,45.65245834,12 King St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"12 King St, Springhill, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-64.06127815,45.65255538,18 King St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"18 King St, Springhill, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61989612,44.6542885,3335 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3335 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61988202,44.65438652,3337 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3337 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-64.06109869,45.65139529,39 Queen St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"39 Queen St, Springhill, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61988752,44.65443694,3339 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3339 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-64.06068033,45.65144606,43 Queen St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"43 Queen St, Springhill, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61986892,44.65458619,3341 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3341 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61987163,44.65465733,3343 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3343 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-64.06807541,45.64046147,105 McGee St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"105 McGee St, Springhill, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61986011,44.65475353,3345 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3345 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-64.05829135,45.65180928,63 Queen St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"63 Queen St, Springhill, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61985928,44.65480573,3347 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3347 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-64.06623619,45.64243596,13 Herrett Rd,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"13 Herrett Rd, Springhill, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.6198029,44.65494839,3349 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3349 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61980721,44.65500062,3351 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3351 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61980103,44.65507075,3353 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3353 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61980004,44.65513824,3355 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3355 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61978186,44.65525872,3357 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3357 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61978471,44.65531991,3359 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3359 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61978838,44.65541173,3361 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3361 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61977856,44.65547648,3363 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3363 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-60.99502837,45.33380761,3 Duke St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3 Duke St, Canso, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-60.99539795,45.3338353,15 Duke St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"15 Duke St, Canso, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-60.99570593,45.33385838,25 Duke St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"25 Duke St, Canso, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61981934,44.65561181,3365 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3365 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-60.99601392,45.33388146,35 Duke St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"35 Duke St, Canso, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-60.99632191,45.33390454,45 Duke St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"45 Duke St, Canso, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61981849,44.65567029,3367 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3367 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61980466,44.65574756,3369 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3369 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61979487,44.65581498,3371 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3371 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-60.99408133,45.33511655,69 School St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"69 School St, Canso, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61980553,44.65594379,3373 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3373 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-60.99374396,45.33463982,6 Boyd St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"6 Boyd St, Canso, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61981723,44.65600237,3375 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3375 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-60.993805,45.33441515,16 Boyd St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"16 Boyd St, Canso, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-60.99389045,45.33410061,30 Boyd St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"30 Boyd St, Canso, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61984611,44.65609167,3377 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3377 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.61985027,44.65615379,3379 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3379 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62064702,44.65382272,3320 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3320 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.6205733,44.65386625,3322 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3322 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.6204906,44.65391512,3324 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3324 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62044211,44.65394979,3326 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3326 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-64.05247845,45.64408635,92 Mechanic St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"92 Mechanic St, Springhill, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62041407,44.65413862,3328 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3328 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62045516,44.65417403,3330 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3330 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62052767,44.65421508,3332 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3332 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62116835,44.65386813,3329 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3329 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62058735,44.65426771,3334 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3334 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.6205235,44.65448865,3338 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3338 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62057707,44.65444854,3336 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3336 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.6204612,44.65452596,3340 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3340 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62041133,44.65456877,3342 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3342 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62037699,44.65475479,3346 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3346 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62042436,44.65479028,3348 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3348 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62047671,44.65483475,3350 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3350 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62052881,44.65488737,3352 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3352 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62051854,44.65506907,3354 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3354 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62045468,44.65512167,3356 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3356 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62038968,44.6551662,3358 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3358 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62034631,44.65520003,3360 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3360 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62033861,44.6553791,3362 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3362 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62040225,44.65542096,3364 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3364 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62044949,44.65546726,3366 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3366 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.6205168,44.65551723,3368 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3368 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62049399,44.65569168,3370 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3370 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62043396,44.65574432,3372 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3372 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62036396,44.65578608,3374 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3374 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.620294,44.65582331,3376 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3376 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62039347,44.65600233,3378 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3378 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
