source,longitude,latitude,title,propertytype,group,provider,description,address,units,url,hidden
,-73.5590190,45.5305870,Coop.Hab. Lézarts ,Co-operative Housing,,,,"Coop Lézarts, 2220 Rue Parthenais bureau 315, Montréal, QC H2K 3T4, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_lezarts.html,
,-73.6203657,45.5295201,Coop.Hab. Lien de Mtl ,Co-operative Housing,,,,"7000 Av du Parc bureau 206, Montréal, QC H3N 1X1, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_lien_de_mtl.html,
,-73.6203657,45.5295201,Coop.Hab. Lingot D'Or ,Co-operative Housing,,,,"7000 Av du Parc bureau 206, Montréal, QC H3N 1X1, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_lingot_dor.html,
,-73.5581134,45.5197760,Coop.Hab. Logereste Montréal ,Co-operative Housing,,,,"1602 Rue Beaudry, Montréal, QC H2L 3E7, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_logereste_montreal.html,
,-73.5836271,45.5517018,Coop.Hab. Los Andes ,Co-operative Housing,,,,"Rosemont-La Petite-Patrie, Montreal, QC, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_los_andes.html,
,-73.5635034,45.4598393,Coop.Hab. Louis-Cyr St-Henri ,Co-operative Housing,,,,"4401 Boulevard LaSalle, Verdun, QC H4G 2B3, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_louis_cyr_st_henri.html,
,-73.5371467,45.5716017,Coop.Hab. Louis-Veuillot ,Co-operative Housing,,,,"5849 Rue Hochelaga, Montréal, QC H1N, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_louis_veuillot.html,
,-73.5467362,45.5215638,Coop.Hab. Louisiane ,Co-operative Housing,,,,"9-1901 Rue Notre-Dame Est, Montréal, QC H2K, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_louisiane.html,
,-73.5666615,45.4832021,Coop.Hab. Luangphrabang-Mtr ,Co-operative Housing,,,,"2125 Rue Saint-Patrick, Montréal, QC H3K 0B9, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_luangphrabang_mtr.html,
,-73.6654188,45.4398988,Coop.Hab. Macadam (Lachine) ,Co-operative Housing,,,,"400-580 2e Avenue, Lachine, QC H8S 2T2, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_macadam_lachine.html,
,-73.5399389,45.5592405,Coop.Hab. main dans la main ,Co-operative Housing,,,,"4833 Rue de Rouen app. A, Montréal, QC H1V 1H6, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_main_dans_la_main.html,
,-73.6147928,45.5343394,Coop.Hab. Maison de la Paix ,Co-operative Housing,,,,"7-70 Avenue Mozart E, Montréal, QC H2S 1B2, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_maison_de_la_paix.html,
,-73.6266203,45.5823228,Coop.Hab. Maison de Sienne ,Co-operative Housing,,,,"3-9377 Boulevard Pie-IX, Montréal, QC H1Z 3W6, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_maison_de_sienne.html,
,-73.5840005,45.4810553,Coop.Hab. Manoir Bourget ,Co-operative Housing,,,,"111-711 Rue Bourget, Montréal, QC H4C 2M6, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_manoir_bourget.html,
,-73.5704101,45.4796569,Coop.Hab. Manufacture ,Co-operative Housing,,,,"2560 Rue Augustin-Cantin, Montréal, QC H3K 1C8, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_manufacture.html,
,-73.5821622,45.5196300,Coop.Hab. Marie-Anne ,Co-operative Housing,,,,"4275 Avenue Coloniale, Montréal, QC H2W 2C3, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_marie_anne.html,
,-73.5456105,45.5406480,Coop.Hab. Martinet ,Co-operative Housing,,,,"1775 Rue Dézéry, Montréal, QC H1W 2S1, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_martinet.html,
,-73.5930123,45.5225243,Coop.Hab. Mercier ( Mtl ) ,Co-operative Housing,,,,"5065 Rue Clark, Montréal, QC H2T 2N3, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_mercier_mtl.html,
,-73.7110502,45.5273944,Coop.Hab. Michel-Sarrazin ,Co-operative Housing,,,,"17-11940 Rue Michel Sarrazin, Montréal, QC H4J 2G7, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_michel_sarrazin.html,
,-73.6203657,45.5295201,Coop.Hab. Milieu (Montréal) ,Co-operative Housing,,,,"7000 Av du Parc bureau 206, Montréal, QC H3N 1X1, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_milieu_montreal.html,
,-73.6480248,45.5655174,Coop.Hab. Mimosas ,Co-operative Housing,,,,"9810 Avenue Papineau, Montréal, QC H2B 1Z8, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_mimosas.html,
,-73.5547519,45.5280838,Coop.Hab. Mine de rien ,Co-operative Housing,,,,"9-2158 Rue Disraeli, Montréal, QC H2K 4N4, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_mine_de_rien.html,
,-73.5210480,45.5950442,Coop.Hab. Mission Latina ,Co-operative Housing,,,,"107A-8111 Avenue Souligny, Montréal, QC H1L 6L2, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_mission_latina.html,
,-73.5747621,45.5451510,Coop.Hab. Moissons ,Co-operative Housing,,,,"5250 2e Av., Montréal, QC H1Y 2Y1, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_moissons.html,
,-73.8069899,45.5692219,Coop.Hab. Monde à L'Envers Mtl ,Co-operative Housing,,,,"6706 Rue Irwin, Laval, QC H7P, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_monde_a_lenvers_mtl.html,
,-73.5213479,45.5946581,Coop.Hab. Multi-Carrefour ,Co-operative Housing,,,,"8071 Avenue Souligny Bureau 103, Montréal, QC H1L 6L2, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_multi_carrefour.html,
,,,Coop.Hab. Multi-Ethnique Mtl ,Co-operative Housing,,,,"2600 Grenet St, Saint-Laurent, QC H4L 5E8",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_multi_ethnique_mtl.html,TRUE
,-73.5952901,45.6265570,Coop.Hab. Multic.Coeur-à-coeur ,Co-operative Housing,,,,"11750 Avenue Fernand-Gauthier, Montréal, QC H1E 7E3, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_multiccoeur_a_coeur.html,
,-73.6203657,45.5295201,Coop.Hab. Naufragés Pte St-Ch. ,Co-operative Housing,,,,"7000 Av du Parc bureau 206, Montréal, QC H3N 1X1, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_naufrages_pte_st_ch.html,
,-73.8473474,45.4849357,Coop.Hab. Néerlandaise de Mtl ,Co-operative Housing,,,,"200 Rue Ernest, Dollard-des-Ormeaux, QC H9A 3H7, Canada",12,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_neerlandaise_de_mtl.html,
,-73.8456890,45.4845595,Coop.Hab. Nord-Ouest ,Co-operative Housing,,,,"13-4505 Boul Saint-Jean, Dollard-des-Ormeaux, QC H9H 2A4, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_nord_ouest.html,
,-73.6203657,45.5295201,Coop.Hab. Nouveau Sengsavang ,Co-operative Housing,,,,"7000 Av du Parc, Montréal, QC H3N 1X1, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_nouveau_sengsavang.html,
,,,Coop.Hab. Oasis de Montréal ,Co-operative Housing,,,,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_oasis_de_montreal.html,TRUE
,-73.5696936,45.4911538,Coop.Hab. Oasis du Sud-Ouest ,Co-operative Housing,,,,"680 Rue Guy bureau 9, Montréal, QC H3J 1T3, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_oasis_du_sud_ouest.html,
,-73.6203657,45.5295201,Coop.Hab. Orient ,Co-operative Housing,,,,"7000 Av du Parc, Montréal, QC H3N 1X1, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_orient.html,
,-73.6351429,45.5023460,Coop.Hab. Ormes de Goyer ,Co-operative Housing,,,,"6555 Côte-des-Neiges Rd Suite 400, Montreal, QC H3S 2A6, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_ormes_de_goyer.html,
,-73.5330745,45.5607130,Coop.Hab. P'tit train de Viau. ,Co-operative Housing,,,,"1880 Rue Ida-Steinberg, Montréal, QC H1V 3W1, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_ptit_train_de_viau.html,
,-73.6275206,45.5104788,Coop.Hab. Palais Darlington ,Co-operative Housing,,,,"406-2765 Place de Darlington, Montréal, QC H3S 1L4, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_palais_darlington.html,
,-73.5943580,45.4589166,Coop.Hab. Papillon sud-ouest ,Co-operative Housing,,,,"2180 Rue de Biencourt Bureau 100, Montréal, QC H4E 1V1, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_papillon_sud_ouest.html,
,-73.6490369,45.5660887,Coop.Hab. Papineau Ahuntsic ,Co-operative Housing,,,,"25-9890 Avenue Papineau, Montréal, QC H2B 1Z8, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_papineau_ahuntsic.html,
,-73.5657496,45.4776873,Coop.Hab. Parc ,Co-operative Housing,,,,"2450 Rue Mullins app. B, Montréal, QC H3K 1P1, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_parc.html,
,-73.6203657,45.5295201,Coop.Hab. Parchemin ,Co-operative Housing,,,,"7000 Av du Parc bureau 206, Montréal, QC H3N 1X1, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_parchemin.html,
,-73.5750619,45.5188220,Coop.Hab. Partout ,Co-operative Housing,,,,"3892 Avenue Henri-Julien, Montréal, QC H2W 2K2, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_partout.html,
,-73.6203657,45.5295201,Coop.Hab. Pas-à-Pas ,Co-operative Housing,,,,"7000 Av du Parc bureau 206, Montréal, QC H3N 1X1, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_pas_a_pas.html,
,-73.5463270,45.5396390,Coop.Hab. Paxane Mit ,Co-operative Housing,,,,"10-1770 Rue Préfontaine, Montréal, QC H1W 2P1, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_paxane_mit.html,
,-73.5649606,45.4672263,Coop.Hab. Perce-Neige Verdun ,Co-operative Housing,,,,"103-101 Rue Lafleur, Verdun, QC H4G 3C3, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_perce_neige_verdun.html,
,-73.6434810,45.5000335,Coop.Hab. Perle Internationale ,Co-operative Housing,,,,"100-4375 Avenue de Courtrai, Montréal, QC H3S 1B8, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_perle_internationale.html,
,-73.5677073,45.5475843,Coop.Hab. Petit village ,Co-operative Housing,,,,"1A-4836 Place Henri-Valade, Montréal, QC H1Y 3G8, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_petit_village.html,
,-73.5815710,45.5521870,Coop.Hab. Petite Côte ,Co-operative Housing,,,,"10-3153 Boulevard Rosemont, Montréal, QC H1Y 1M6, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_petite_cote.html,
,-73.5989799,45.5360686,Coop.Hab. Petite patrie ,Co-operative Housing,,,,"1035 Rue de Bellechasse Bureau 208, Montréal, QC H2S 1Y4, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_petite_patrie.html,
,-73.5507541,45.5441854,Coop.Hab. Petits et Grands ,Co-operative Housing,,,,"2316 Rue Davidson, Montréal, QC H1W 2Y9, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_petits_et_grands.html,
,-73.5787840,45.5626230,Coop.Hab. Pie-IX Beaubien ,Co-operative Housing,,,,"12-6415 Boulevard Pie-IX, Montréal, QC H1X 2C3, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_pie_ix_beaubien.html,
,-73.6151160,45.5773040,Coop.Hab. Pie-IX-Denis-Papin ,Co-operative Housing,,,,"2-8845 Boulevard Pie-IX, Montréal, QC H1Z 3V2, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_pie_ix_denis_papin.html,
,-73.5502520,45.5232879,Coop.Hab. Pied du Courant ,Co-operative Housing,,,,"7-1243 Rue Dorion, Montréal, QC H2K 4A2, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_pied_du_courant.html,
,-73.5601570,45.5352100,Coop.Hab. Pierre Lemoyne ,Co-operative Housing,,,,"2562 Rue d'Iberville, Montréal, QC H2K 3E1, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_pierre_lemoyne.html,
,-71.2240828,46.8020268,Coop.Hab. Pignon de Cartier ,Co-operative Housing,,,,"1918 Avenue Cartier, Québec, QC G1R, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_pignon_de_cartier.html,
,,,Coop.Hab. Place Beauchesne ,Co-operative Housing,,,,,,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_place_beauchesne.html,TRUE
,-73.5794980,45.5443963,Coop.Hab. Place de Rosemont ,Co-operative Housing,,,,"18-5564 Place Basile Patenaude, Montréal, QC H1Y 3E4, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_place_de_rosemont.html,
,-73.6353899,45.5050444,Coop.Hab. Place Goyer ,Co-operative Housing,,,,"15-3305 Rue Goyer, Montréal, QC H3S 1H9, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_place_goyer.html,
,-73.6217668,45.6200550,Coop.Hab. Place Lapierre ,Co-operative Housing,,,,"306-12361 Rue Lapierre, Montréal-Nord, QC H1G 3S3, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_place_lapierre.html,
,-73.5749456,45.5296585,Coop.Hab. Plateau ,Co-operative Housing,,,,"40-4355 Rue de Lanaudière, Montréal, QC H2J 3P3, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_plateau.html,
,-73.5550711,45.5252728,Coop.Hab. Portes du quartier ,Co-operative Housing,,,,"6-1700 Rue Dorion, Montréal, QC H2K 4A7, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_portes_du_quartier.html,
,-73.5670755,45.5489789,Coop.Hab. Préludes ,Co-operative Housing,,,,"4832 Boulevard Saint-Michel Bureau 09, Montréal, QC H1Y 3G3, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_preludes.html,
,-73.5970264,45.5366672,Coop.Hab. Prima Vera Petite-P. ,Co-operative Housing,,,,"5-6006 Rue de la Roche, Montréal, QC H2S 2C7, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_prima_vera_petite_p.html,
,-73.5561520,45.5302183,Coop.Hab. Prince Georges ,Co-operative Housing,,,,"2247 Avenue Prince-George, Montréal, QC H2K 1S8, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_prince_georges.html,
,-73.5594887,45.4825767,Coop.Hab. Progrès ,Co-operative Housing,,,,"1710 Rue Mullins, Montréal, QC H3K 1N6, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_progres.html,
,-73.6203657,45.5295201,Coop.Hab. Prolétaire ,Co-operative Housing,,,,"7000 Av du Parc, Montréal, QC H3N 1X1, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_proletaire.html,
,-73.5348930,45.6121354,Coop.Hab. Provid. Contrecoeur ,Co-operative Housing,,,,"5401 Rue Duchesneau, Montréal, QC H1K 0G2, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_provid_contrecoeur.html,
,-73.5509326,45.5206275,Coop.Hab. Radar ,Co-operative Housing,,,,"100-1160 Rue de Champlain, Montréal, QC H2L 2R8, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_radar.html,
,-73.6203657,45.5295201,Coop.Hab. Rayon de Soleil ,Co-operative Housing,,,,"7000 Av du Parc bureau 206, Montréal, QC H3N 1X1, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_rayon_de_soleil.html,
,-73.6227625,45.5681462,Coop.Hab. Résidence Casablanca ,Co-operative Housing,,,,"8-8761 9e Avenue, Montréal, QC H1Z 3A3, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_residence_casablanca.html,
,-71.2222898,46.8223404,Coop.Hab. Revanche plumeaux ,Co-operative Housing,,,,"108 5e Avenue, Québec, QC G1J, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_revanche_plumeaux.html,
,-73.5524694,45.5313263,Coop.Hab. Révélation ,Co-operative Housing,,,,"2-1904 Rue Poupart, Montréal, QC H2K 3H2, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_revelation.html,
,-73.5616469,45.5544034,Coop.Hab. Réverbère (Le) ,Co-operative Housing,,,,"4590 Avenue d'Orléans bureau 118, Montréal, QC H1X 2K4, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_reverbere_le.html,
,-73.5420159,45.5998350,Coop.Hab. Riverains ,Co-operative Housing,,,,"7810 Rue Francine Mckenzie, Montréal, QC H1K 5C1, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_riverains.html,
,-73.5108475,45.6122022,Coop.Hab. Rives du St-Laurent ,Co-operative Housing,,,,"1B-24 Avenue David, Montréal-Est, QC H1L 6T1, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_rives_du_st_laurent.html,
,-73.5612990,45.4813319,Coop.Hab. Rocket de Montréal ,Co-operative Housing,,,,"1945 Rue Mullins Bureau 110, Montreal, QC H3K 1N9, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_rocket_de_montreal.html,
,-73.5631107,45.5328760,Coop.Hab. Rose et Bleu ,Co-operative Housing,,,,"7-3445 Rue Parthenais, Montréal, QC H2K 3T8, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_rose_et_bleu.html,
,-73.5584379,45.5417400,Coop.hab. Rose-Main ,Co-operative Housing,,,,"3033 Rue Sherbrooke E Bureau 100, Montréal, QC H1W 1B4, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_rose_main.html,
,-73.6224551,45.5518513,Coop.Hab. Rousselot ,Co-operative Housing,,,,"8189 Rue Rousselot, Montréal, QC H2E 3B4, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_rousselot.html,
,-73.5309547,45.5550062,Coop.Hab. Royale Maisonneuve ,Co-operative Housing,,,,"17-600 Rue Leclaire, Montréal, QC H1V 2Z2, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_royale_maisonneuve.html,
,-73.5652353,45.5346675,Coop.Hab. Rubis-Bloc ,Co-operative Housing,,,,"3625 Rue Messier bureau 37, Montréal, QC H2K 3R6, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_rubis_bloc.html,
,-73.5946619,45.5583057,Coop.Hab. Rue Bélair ,Co-operative Housing,,,,"400-3280 Rue Bélair, Montréal, QC H2A 2A1, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_rue_belair.html,
,-73.6287069,45.5115538,Coop.Hab. Rue Goyer ,Co-operative Housing,,,,"2710 Rue Goyer bureau 1, Montréal, QC H3S 1H3, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_rue_goyer.html,
,-73.5952980,45.5293958,Coop.Hab. Saint-Denis (Mtl) ,Co-operative Housing,,,,"5544 R. Saint-Denis, Montréal, QC H2J 2M5, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_saint_denis_mtl.html,
,-73.6023354,45.6331897,Coop.Hab. Samakhi ,Co-operative Housing,,,,"301-12305 Rue René-Chopin, Montréal, QC H1E 7G9, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_samakhi.html,
,-73.5574629,45.5511347,Coop.Hab. Sans Frontières ,Co-operative Housing,,,,"2-3745 Rue Rachel E, Montréal, QC H1X 1Y7, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_sans_frontieres.html,
,-73.6225620,45.6070143,Coop.Hab. Septimo Cielo ,Co-operative Housing,,,,"5630 Rue des Narcisses, Montréal-Nord, QC H1G 2M9, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_septimo_cielo.html,
,-73.5389231,45.5576056,Coop.Hab. Shalom ,Co-operative Housing,,,,"2154 Rue Leclaire, Montréal, QC H1V 2Z9, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_shalom.html,
,-73.6203657,45.5295201,Coop.Hab. Shamrock Pte St-Char ,Co-operative Housing,,,,"7000 Av du Parc, Montréal, QC H3N 1X1, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_shamrock_pte_st_char.html,
,-73.5737761,45.6008989,Coop.Hab. Sillon d'Anjou ,Co-operative Housing,,,,"1-8350 Boulevard des Galeries d'Anjou, Anjou, QC H1J 2K7, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_sillon_danjou.html,
,-73.5659588,45.4803200,Coop.Hab. Skanagowa ,Co-operative Housing,,,,"100-2312 Rue Centre, Montréal, QC H3K 1J7, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_skanagowa.html,
,-73.6340219,45.4965229,Coop.Hab. Soleil de Linton ,Co-operative Housing,,,,"2-4400 Avenue Linton, Montréal, QC H3S 1T6, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_soleil_de_linton.html,
,-73.7125690,45.5267000,Coop.Hab. Solidarité Cartierv ,Co-operative Housing,,,,"11945 Rue Dulongpré, Montréal, QC H4J 2N3, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_solidarite_cartierv.html,
,-73.7009419,45.5274155,Coop.Hab. St-Germain ,Co-operative Housing,,,,"107-11700 Boulevard Saint-Germain, Montréal, QC H4J 1Z7, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_st_germain.html,
,-73.5734308,45.5501776,Coop.Hab. St-Joseph Montréal ,Co-operative Housing,,,,"3188 Rue Masson, Montréal, QC H1Y 1Y1, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_st_joseph_montreal.html,
,-73.6455782,45.4466713,Coop.Hab. St-Pierre-aux-Liens ,Co-operative Housing,,,,"9-39 Avenue Ouellette, Lachine, QC H8R 1L4, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_st_pierre_aux_liens.html,
,-73.5519776,45.5404736,Coop.Hab. Stadacona ,Co-operative Housing,,,,"5-3095 Rue de Rouen, Montréal, QC H1W 3Z2, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_stadacona.html,
,-73.5443072,45.5494981,Coop.Hab. Station no.1,Co-operative Housing,,,,"100-2111 Avenue d'Orléans, Montréal, QC H1W 3S1, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_station_no1.html,
,-74.1589144,45.4482604,Coop.Hab. Stirling de Lasalle ,Co-operative Housing,,,,"277 Rue Stirling bureau 305, Hudson, QC J0P 1H0, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_stirling_de_lasalle.html,
,-73.5666615,45.4832021,Coop.Hab. Succès Pte St-Charle ,Co-operative Housing,,,,"2125 Rue Saint-Patrick, Montréal, QC H3K 0B9, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_succes_pte_st_charle.html,
,-73.5612991,45.4813319,Coop.Hab. Tiohtiake ,Co-operative Housing,,,,"1945 Rue Mullins bureau 120, Montreal, QC H3K 1N9, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_tiohtiake.html,
,-73.5247700,45.6009150,Coop.Hab. Tirelle ,Co-operative Housing,,,,"8560 Rue Sainte-Claire, Montréal, QC H1L 1X9, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_tirelle.html,
,-73.5890554,45.4727557,Coop.Hab. Toiles Saint -Henri ,Co-operative Housing,,,,"243-522 Rue de Courcelle, Montréal, QC H4C 3C1, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_toiles_saint_henri.html,
,-73.6489603,45.5626692,Coop.Hab. Tout hasard ,Co-operative Housing,,,,"1-1660 Rue Sauvé E, Montréal, QC H2C 2A8, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_tout_hasard.html,
,-73.5333261,45.5984808,Coop.Hab. Trèfle bleu ,Co-operative Housing,,,,"1-8150 Rue Sherbrooke E, Montréal, QC H1L 1A8, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_trefle_bleu.html,
,-73.6260742,45.5484188,Coop.Hab. Trilogis ,Co-operative Housing,,,,"8170 Ave Christophe-Colomb, Montreal, QC H2P 1X2, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_trilogis.html,
,-73.5684616,45.5559206,Coop.Hab. Trois Roses de Mtl ,Co-operative Housing,,,,"16-5244 Avenue Bourbonnière, Montréal, QC H1X 2M9, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_trois_roses_de_mtl.html,
,-71.1805013,46.8033689,Coop.Hab. Trois-Galeries ,Co-operative Housing,,,,"570 Rue Dorimène-Desjardins, Lévis, QC G6V 4L2, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_trois_galeries.html,
,-73.5691250,45.4908312,Coop.Hab. Troisième Type ,Co-operative Housing,,,,"2-600 Rue Guy, Montréal, QC H3J 1T3, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_troisieme_type.html,
,-73.5754569,45.5593378,Coop.Hab. Union du Paradis ,Co-operative Housing,,,,"3935 Boulevard Rosemont, Montréal, QC H1X 1L7, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_union_du_paradis.html,
,-73.5614239,45.5278583,Coop.Hab. Union Mutuelle ,Co-operative Housing,,,,"2209 Rue Cartier, Montréal, QC H2K 4E9, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_union_mutuelle.html,
,-73.5504507,45.5155457,Coop.Hab. Val Perché ,Co-operative Housing,,,,"810 Rue Montcalm bureau 002, Montréal, QC H2L 5G2, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_val_perche.html,
,-73.5544117,45.5533977,Coop.Hab. Valois de Rouen ,Co-operative Housing,,,,"3990 Rue Sherbrooke E Bureau 5, Montréal, QC H1X 2A8, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_valois_de_rouen.html,
,-73.5395631,45.5524684,Coop.Hab. Vent d'est ,Co-operative Housing,,,,"Hochelaga-Maisonneuve, Montreal, QC, Canada",,http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_vent_dest.html,
