source,longitude,latitude,title,propertytype,group,provider,description,address,units,url,hidden
https://chfcanada.coop/about-co-op-housing/find-a-co-op/,-68.498669,63.7413048,Hillside Housing Co-operative,Co-operative Housing,,,,"481 Atungauyait Drive,
Iqaluit, Nunavut X0A 0M0",20,https://www.facebook.com/HillsideHousingCoop,
